Horário Início;;INT1;INTE2;INTE3;INTE4;;Programa;;Episódio;;Temporada;;N. Episódio;;INT1;INTE2;INTE3;INTE4;;Total_Domicilio;;INT1;INTE2;INTE3;INTE4;;Total_Individuos;
03/06/2018  23:00:00 ;;23:00:00 - 23:15:00;23:15:00 - 23:30:00;;;;Fish TV News;;Campeonato Mineiro em Pesqueiros – Etapa Uni Pesca;;5;;8;;00:06:00;00:00:00;;;;00:06:00;;00:06:00;00:00:00;;;;00:06:00;
03/06/2018  23:30:00 ;;23:30:00 - 23:45:00;23:45:00 - 24:00:00;;;;Pesca Dinâmica;;Pescaria noturna de piaus e de tucunarés com iscas artificiais;;3;;10;;00:11:00;00:00:00;;;;00:11:00;;00:11:00;00:00:00;;;;00:11:00;
04/06/2018  00:00:00 ;;24:00:00 - 24:15:00;24:15:00 - 24:30:00;;;;Pasión Por La Pesca;;Dourados e surubins em Corrientes;;5;;3;;00:00:00;00:01:00;;;;00:01:00;;00:00:00;00:01:00;;;;00:01:00;
04/06/2018  00:30:00 ;;24:30:00 - 24:45:00;24:45:00 - 25:00:00;;;;Aqua Negócios;;Sistema AquaScience da Camanor;;3;;8;;00:02:00;00:02:00;;;;00:04:00;;00:02:00;00:02:00;;;;00:04:00;
04/06/2018  01:00:00 ;;25:00:00 - 25:15:00;25:15:00 - 25:30:00;;;;Fishing Guide;;Pescaria de tucunarés no rio Itapará;;2;;3;;00:03:00;00:08:24;;;;00:11:24;;00:03:00;00:08:08;;;;00:11:08;
04/06/2018  01:30:00 ;;25:30:00 - 25:45:00;25:45:00 - 26:00:00;;;;A Arte do Atado;;Streamer Iriko para pescaria de robalo;;5;;4;;00:07:18;00:12:00;;;;00:19:18;;00:07:00;00:12:00;;;;00:19:00;
04/06/2018  02:00:00 ;;26:00:00 - 26:15:00;26:15:00 - 26:30:00;26:30:00 - 26:45:00;26:45:00 - 27:00:00;;A Meta;;Estratégias;;2;;6;;00:00:00;00:00:00;00:01:00;00:01:00;;00:02:00;;00:00:00;00:00:00;00:01:00;00:01:00;;00:02:00;
04/06/2018  03:00:00 ;;27:00:00 - 27:15:00;27:15:00 - 27:30:00;;;;FishTV Teste;;Linha PRO TSURI e vara PRO TSURI SENSEI;;4;;17;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
04/06/2018  03:30:00 ;;27:30:00 - 27:45:00;27:45:00 - 28:00:00;28:00:00 - 28:15:00;28:15:00 - 28:30:00;;Pura Pesca;;Apresentando a piscosidade das águas paraenses;;2;;17;;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;
04/06/2018  04:30:00 ;;28:30:00 - 28:45:00;28:45:00 - 29:00:00;;;;Biopesca;;A ciência dos robalos de Cananéia;;6;;1;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
04/06/2018  05:00:00 ;;29:00:00 - 29:15:00;29:15:00 - 29:30:00;;;;Destinos;;Joice Tur e o Kayamã 5 estrelas;;4;;32;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
04/06/2018  05:30:00 ;;29:30:00 - 29:45:00;29:45:00 - 30:00:00;;;;Elas na Pesca;;Uma aventura pelo rio Sucunduri;;4;;2;;00:01:00;00:03:00;;;;00:04:00;;00:01:00;00:03:00;;;;00:04:00;
04/06/2018  06:00:00 ;;06:00:00 - 06:15:00;06:15:00 - 06:30:00;;;;Ases da Pesca em Ação;;A eficiência das iscas de hélice;;5;;2;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
04/06/2018  06:30:00 ;;06:30:00 - 06:45:00;06:45:00 - 07:00:00;;;;Pesca Dinâmica;;Pescaria noturna de piaus e de tucunarés com iscas artificiais;;3;;10;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
04/06/2018  07:00:00 ;;07:00:00 - 07:15:00;07:15:00 - 07:30:00;;;;Destinos;;Joice Tur e o Kayamã 5 estrelas;;4;;32;;00:00:00;00:02:00;;;;00:02:00;;00:00:00;00:02:00;;;;00:02:00;
04/06/2018  07:30:00 ;;07:30:00 - 07:45:00;07:45:00 - 08:00:00;;;;Pasión Por La Pesca;;Dourados e surubins em Corrientes;;5;;3;;00:08:00;00:01:00;;;;00:09:00;;00:08:00;00:01:00;;;;00:09:00;
04/06/2018  08:00:00 ;;08:00:00 - 08:15:00;08:15:00 - 08:30:00;08:30:00 - 08:45:00;08:45:00 - 09:00:00;;Pesque e Pague;;Variados peixes do Pesqueiro do Italiano;;6;;11;;00:01:00;00:00:00;00:00:00;00:05:00;;00:06:00;;00:01:00;00:00:00;00:00:00;00:05:00;;00:06:00;
04/06/2018  09:00:00 ;;09:00:00 - 09:15:00;09:15:00 - 09:30:00;;;;Provas e Torneios;;2ª Etapa do Circuito Brasil-Sul de Pesca ao robalo 2018;;5;;28;;00:00:00;00:09:00;;;;00:09:00;;00:00:00;00:09:00;;;;00:09:00;
04/06/2018  09:30:00 ;;09:30:00 - 09:45:00;09:45:00 - 10:00:00;10:00:00 - 10:15:00;10:15:00 - 10:30:00;;Na Pegada do Fly;;Trairões do rio Juruena no fly;;7;;8;;00:15:00;00:13:00;00:15:00;00:15:00;;00:58:00;;00:15:00;00:13:00;00:15:00;00:15:00;;00:58:00;
04/06/2018  10:30:00 ;;10:30:00 - 10:45:00;10:45:00 - 11:00:00;;;;A Arte do Atado;;Streamer Iriko para pescaria de robalo;;5;;4;;00:15:00;00:15:00;;;;00:30:00;;00:15:00;00:15:00;;;;00:30:00;
04/06/2018  11:00:00 ;;11:00:00 - 11:15:00;11:15:00 - 11:30:00;;;;Elas na Pesca;;Uma aventura pelo rio Sucunduri;;4;;2;;00:05:59;00:15:00;;;;00:20:59;;00:06:10;00:15:00;;;;00:21:10;
04/06/2018  11:30:00 ;;11:30:00 - 11:45:00;11:45:00 - 12:00:00;;;;Sabores;;Costelinha barbecue, moqueca de tilápia, batata na chapa, bolinho de batata;;2;;6;;00:09:52;00:02:18;;;;00:12:10;;00:09:42;00:02:31;;;;00:12:13;
04/06/2018  12:00:00 ;;12:00:00 - 12:15:00;12:15:00 - 12:30:00;;;;Saltwater;;Pesca variada com isca viva;;2;;2;;00:00:00;00:03:00;;;;00:03:00;;00:00:00;00:03:00;;;;00:03:00;
04/06/2018  12:30:00 ;;12:30:00 - 12:45:00;12:45:00 - 13:00:00;;;;Provas e Torneios;;2ª Etapa do Circuito Brasil-Sul de Pesca ao robalo 2018;;5;;28;;00:07:00;00:12:00;;;;00:19:00;;00:07:00;00:12:00;;;;00:19:00;
04/06/2018  13:00:00 ;;13:00:00 - 13:15:00;13:15:00 - 13:30:00;;;;Coração de Pescador;;Bargadas e Cacharas no rio Araguaia, em Goiás;;4;;22;;00:05:00;00:05:12;;;;00:10:12;;00:05:00;00:05:22;;;;00:10:22;
04/06/2018  13:30:00 ;;13:30:00 - 13:45:00;13:45:00 - 14:00:00;;;;Aquarismo;;Conhecendo lojas de aquarismo em Miami;;5;;2;;00:11:17;00:15:00;;;;00:26:17;;00:11:35;00:15:00;;;;00:26:35;
04/06/2018  14:00:00 ;;14:00:00 - 14:15:00;14:15:00 - 14:30:00;14:30:00 - 14:45:00;14:45:00 - 15:00:00;;Campeonato Brasileiro em Pesqueiros;;A grande final – 1º parte;;1;;17;;00:07:58;00:12:02;00:09:38;00:07:53;;00:37:31;;00:04:35;00:10:41;00:09:58;00:07:21;;00:32:35;
04/06/2018  15:00:00 ;;15:00:00 - 15:15:00;15:15:00 - 15:30:00;15:30:00 - 15:45:00;15:45:00 - 16:00:00;;Pesque e Pague;;Variados peixes do Pesqueiro do Italiano;;6;;11;;00:12:41;00:06:37;00:08:28;00:04:24;;00:32:10;;00:12:55;00:07:21;00:09:21;00:04:48;;00:34:25;
04/06/2018  16:00:00 ;;16:00:00 - 16:15:00;16:15:00 - 16:30:00;16:30:00 - 16:45:00;16:45:00 - 17:00:00;;Na Pegada do Fly;;Trairões do rio Juruena no fly;;7;;8;;00:08:16;00:01:45;00:01:29;00:00:00;;00:11:30;;00:08:40;00:02:01;00:01:28;00:00:00;;00:12:09;
04/06/2018  17:00:00 ;;17:00:00 - 17:15:00;17:15:00 - 17:30:00;;;;Fish TV News;;Campeonato Mineiro em Pesqueiros – Etapa Uni Pesca;;5;;8;;00:01:41;00:00:00;;;;00:01:41;;00:01:45;00:00:00;;;;00:01:45;
04/06/2018  17:30:00 ;;17:30:00 - 17:45:00;17:45:00 - 18:00:00;;;;Pesca Dinâmica;;Pescaria noturna de piaus e de tucunarés com iscas artificiais;;3;;10;;00:01:00;00:02:00;;;;00:03:00;;00:01:00;00:02:00;;;;00:03:00;
04/06/2018  18:00:00 ;;18:00:00 - 18:15:00;18:15:00 - 18:30:00;;;;Coração de Pescador;;Reencontro com os tucunarés-açús amazônicos;;4;;17;;00:03:00;00:01:00;;;;00:04:00;;00:03:00;00:01:00;;;;00:04:00;
04/06/2018  18:30:00 ;;18:30:00 - 18:45:00;18:45:00 - 19:00:00;;;;Fish TV News;;Empresas Campeonato Brasileiro em Pesqueiros 2;;5;;4;;00:06:00;00:01:00;;;;00:07:00;;00:06:00;00:01:00;;;;00:07:00;
04/06/2018  19:00:00 ;;19:00:00 - 19:15:00;19:15:00 - 19:30:00;19:30:00 - 19:45:00;19:45:00 - 20:00:00;;Pura Pesca;;Uma variada pescaria em Paraty;;2;;18;;00:07:00;00:08:00;00:01:38;00:06:44;;00:23:22;;00:07:23;00:08:00;00:01:28;00:04:48;;00:21:39;
04/06/2018 20:00:00;;20:00:00 - 20:15:00;20:15:00 - 20:30:00;20:30:00 - 20:45:00;20:45:00 - 21:00:00;;A Meta;;Persistência;;2;;7;;00:06:29;00:15:00;00:08:14;00:05:24;;00:35:07;;00:05:24;00:15:00;00:07:58;00:05:38;;00:34:00;
04/06/2018  21:00:00 ;;21:00:00 - 21:15:00;21:15:00 - 21:30:00;;;;Biopesca;;A ciência dos robalos de Cananéia;;6;;1;;00:02:00;00:01:00;;;;00:03:00;;00:02:00;00:01:00;;;;00:03:00;
04/06/2018  21:30:00 ;;21:30:00 - 21:45:00;21:45:00 - 22:00:00;;;;Saltwater;;Pescaria de robalos com jig head;;2;;3;;00:00:00;00:10:00;;;;00:10:00;;00:00:00;00:10:00;;;;00:10:00;
04/06/2018  22:00:00 ;;22:00:00 - 22:15:00;22:15:00 - 22:30:00;22:30:00 - 22:45:00;22:45:00 - 23:00:00;;Momento da Pesca;;Grandes dourados do rio Paraná;;7;;11;;00:07:59;00:05:57;00:09:46;00:08:58;;00:32:40;;00:08:48;00:05:21;00:09:42;00:09:04;;00:32:55;
04/06/2018  23:00:00 ;;23:00:00 - 23:15:00;23:15:00 - 23:30:00;23:30:00 - 23:45:00;23:45:00 - 24:00:00;;Campeonato Brasileiro em Pesqueiros;;A grande final – 1º parte;;1;;17;;00:00:00;00:00:00;00:01:00;00:00:00;;00:01:00;;00:00:00;00:00:00;00:01:00;00:00:00;;00:01:00;
05/06/2018  00:00:00 ;;24:00:00 - 24:15:00;24:15:00 - 24:30:00;;;;Ases da Pesca em Ação;;A eficiência das iscas de hélice;;5;;2;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
05/06/2018  00:30:00 ;;24:30:00 - 24:45:00;24:45:00 - 25:00:00;;;;Pesca Dinâmica;;Pescaria noturna de piaus e de tucunarés com iscas artificiais;;3;;10;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
05/06/2018  01:00:00 ;;25:00:00 - 25:15:00;25:15:00 - 25:30:00;;;;Destinos;;Joice Tur e o Kayamã 5 estrelas;;4;;32;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
05/06/2018  01:30:00 ;;25:30:00 - 25:45:00;25:45:00 - 26:00:00;26:00:00 - 26:15:00;26:15:00 - 26:30:00;;Pasión Por La Pesca;;Dourados e surubins em Corrientes;;5;;3;;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;
05/06/2018  02:00:00 ;;26:00:00 - 26:15:00;26:15:00 - 26:30:00;26:30:00 - 26:45:00;26:45:00 - 27:00:00;;Pesque e Pague;;Variados peixes do Pesqueiro do Italiano;;6;;11;;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;
05/06/2018  03:00:00 ;;27:00:00 - 27:15:00;27:15:00 - 27:30:00;27:30:00 - 27:45:00;27:45:00 - 28:00:00;;Provas e Torneios;;2ª Etapa do Circuito Brasil-Sul de Pesca ao robalo 2018;;5;;28;;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;
05/06/2018  03:30:00 ;;27:30:00 - 27:45:00;27:45:00 - 28:00:00;28:00:00 - 28:15:00;28:15:00 - 28:30:00;;Na Pegada do Fly;;Trairões do rio Juruena no fly;;7;;8;;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;
05/06/2018  04:30:00 ;;28:30:00 - 28:45:00;28:45:00 - 29:00:00;;;;A Arte do Atado;;Streamer Iriko para pescaria de robalo;;5;;4;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
05/06/2018  05:00:00 ;;29:00:00 - 29:15:00;29:15:00 - 29:30:00;;;;Elas na Pesca;;Uma aventura pelo rio Sucunduri;;4;;2;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
05/06/2018  05:30:00 ;;29:30:00 - 29:45:00;29:45:00 - 30:00:00;;;;Sabores;;Costelinha barbecue, moqueca de tilápia, batata na chapa, bolinho de batata;;2;;6;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
05/06/2018  06:00:00 ;;06:00:00 - 06:15:00;06:15:00 - 06:30:00;;;;Fishing Guide;;Pescaria de tucunarés no rio Itapará;;2;;3;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
05/06/2018  06:30:00 ;;06:30:00 - 06:45:00;06:45:00 - 07:00:00;;;;Fish TV News;;Campeonato Mineiro em Pesqueiros – Etapa Uni Pesca;;5;;8;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
05/06/2018  07:00:00 ;;07:00:00 - 07:15:00;07:15:00 - 07:30:00;07:30:00 - 07:45:00;07:45:00 - 08:00:00;;Pura Pesca;;Uma variada pescaria em Paraty;;2;;18;;00:11:00;00:03:00;00:00:00;00:00:00;;00:14:00;;00:11:00;00:03:00;00:00:00;00:00:00;;00:14:00;
05/06/2018  08:00:00 ;;08:00:00 - 08:15:00;08:15:00 - 08:30:00;;;;Aqua Negócios;;Sistema AquaScience da Camanor;;3;;8;;00:00:00;00:01:00;;;;00:01:00;;00:00:00;00:01:00;;;;00:01:00;
05/06/2018  08:30:00 ;;08:30:00 - 08:45:00;08:45:00 - 09:00:00;09:00:00 - 09:15:00;09:15:00 - 09:30:00;;Momento da Pesca;;Grandes dourados do rio Paraná;;7;;11;;00:01:00;00:00:00;00:00:00;00:00:00;;00:01:00;;00:01:00;00:00:00;00:00:00;00:00:00;;00:01:00;
05/06/2018  09:30:00 ;;09:30:00 - 09:45:00;09:45:00 - 10:00:00;;;;Provas e Torneios;;2ª Etapa do Circuito Brasil-Sul de Pesca ao robalo 2018;;5;;28;;00:00:00;00:03:00;;;;00:03:00;;00:00:00;00:03:00;;;;00:03:00;
05/06/2018  10:00:00 ;;10:00:00 - 10:15:00;10:15:00 - 10:30:00;10:30:00 - 10:45:00;10:45:00 - 11:00:00;;A Meta;;Persistência;;2;;7;;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;
05/06/2018  11:00:00 ;;11:00:00 - 11:15:00;11:15:00 - 11:30:00;;;;Sabores;;Costelinha barbecue, moqueca de tilápia, batata na chapa, bolinho de batata;;2;;6;;00:00:00;00:02:06;;;;00:02:06;;00:00:00;00:02:31;;;;00:02:31;
05/06/2018  11:30:00 ;;11:30:00 - 11:45:00;11:45:00 - 12:00:00;;;;Biopesca;;A ciência dos robalos de Cananéia;;6;;1;;00:02:54;00:15:00;;;;00:17:54;;00:03:08;00:15:00;;;;00:18:08;
05/06/2018  12:00:00 ;;12:00:00 - 12:15:00;12:15:00 - 12:30:00;;;;Coração de Pescador;;Reencontro com os tucunarés-açús amazônicos;;4;;17;;00:04:06;00:15:00;;;;00:19:06;;00:04:06;00:15:00;;;;00:19:06;
05/06/2018  12:30:00 ;;12:30:00 - 12:45:00;12:45:00 - 13:00:00;;;;Fish TV News;;Empresas Campeonato Brasileiro em Pesqueiros 2;;5;;4;;00:15:00;00:02:00;;;;00:17:00;;00:15:00;00:02:00;;;;00:17:00;
05/06/2018  13:00:00 ;;13:00:00 - 13:15:00;13:15:00 - 13:30:00;13:30:00 - 13:45:00;13:45:00 - 14:00:00;;Pura Pesca;;Uma variada pescaria em Paraty;;2;;18;;00:00:00;00:00:00;00:07:33;00:07:11;;00:14:44;;00:00:00;00:00:00;00:06:21;00:06:11;;00:12:32;
05/06/2018  14:00:00 ;;14:00:00 - 14:15:00;14:15:00 - 14:30:00;14:30:00 - 14:45:00;14:45:00 - 15:00:00;;A Meta;;Persistência;;2;;7;;00:08:38;00:10:48;00:08:46;00:06:35;;00:34:47;;00:09:25;00:10:57;00:05:45;00:11:37;;00:37:44;
05/06/2018  15:00:00 ;;15:00:00 - 15:15:00;15:15:00 - 15:30:00;;;;Biopesca;;A ciência dos robalos de Cananéia;;6;;1;;00:05:53;00:03:48;;;;00:09:41;;00:10:14;00:06:22;;;;00:16:36;
05/06/2018  15:30:00 ;;15:30:00 - 15:45:00;15:45:00 - 16:00:00;;;;Saltwater;;Pescaria de robalos com jig head;;2;;3;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
05/06/2018  16:00:00 ;;16:00:00 - 16:15:00;16:15:00 - 16:30:00;16:30:00 - 16:45:00;16:45:00 - 17:00:00;;Momento da Pesca;;Grandes dourados do rio Paraná;;7;;11;;00:00:00;00:06:00;00:15:00;00:04:04;;00:25:04;;00:00:00;00:06:00;00:15:00;00:04:59;;00:25:59;
05/06/2018  17:00:00 ;;17:00:00 - 17:15:00;17:15:00 - 17:30:00;17:30:00 - 17:45:00;17:45:00 - 18:00:00;;Campeonato Brasileiro em Pesqueiros;;A grande final – 1º parte;;1;;17;;00:04:34;00:01:29;00:00:00;00:09:11;;00:15:14;;00:05:16;00:01:26;00:00:00;00:07:09;;00:13:51;
05/06/2018  18:00:00 ;;18:00:00 - 18:15:00;18:15:00 - 18:30:00;;;;Aquarismo;;Conhecendo lojas de aquarismo em Miami;;5;;2;;00:15:00;00:10:14;;;;00:25:14;;00:15:00;00:10:06;;;;00:25:06;
05/06/2018  18:30:00 ;;18:30:00 - 18:45:00;18:45:00 - 19:00:00;;;;Ases da Pesca em Ação;;Aumentando a produtividade com iscas de meia-água;;5;;3;;00:04:11;00:09:23;;;;00:13:34;;00:03:56;00:08:10;;;;00:12:06;
05/06/2018  19:00:00 ;;19:00:00 - 19:15:00;19:15:00 - 19:30:00;;;;Saltwater;;Pescaria de robalos com jig head;;2;;3;;00:07:02;00:00:00;;;;00:07:02;;00:06:25;00:00:00;;;;00:06:25;
05/06/2018  19:30:00 ;;19:30:00 - 19:45:00;19:45:00 - 20:00:00;;;;Destinos;;Joice Tur e o Kayamã 5 estrelas;;4;;32;;00:00:00;00:02:00;;;;00:02:00;;00:00:00;00:02:00;;;;00:02:00;
05/06/2018  20:00:00 ;;20:00:00 - 20:15:00;20:15:00 - 20:30:00;;;;Elas na Pesca;;Uma aventura pelo rio Sucunduri;;4;;2;;00:00:00;00:05:31;;;;00:05:31;;00:00:00;00:05:01;;;;00:05:01;
05/06/2018  20:30:00 ;;20:30:00 - 20:45:00;20:45:00 - 21:00:00;;;;A Arte do Atado;;Besouro patagônico;;5;;5;;00:02:53;00:00:00;;;;00:02:53;;00:02:52;00:00:00;;;;00:02:52;
05/06/2018  21:00:00 ;;21:00:00 - 21:15:00;21:15:00 - 21:30:00;21:30:00 - 21:45:00;21:45:00 - 22:00:00;;Na Pegada do Fly;;Uma caçada as grandes traíras argentinas;;7;;9;;00:05:00;00:01:54;00:06:59;00:09:00;;00:22:53;;00:05:00;00:02:03;00:06:46;00:09:00;;00:22:49;
05/06/2018  22:00:00 ;;22:00:00 - 22:15:00;22:15:00 - 22:30:00;22:30:00 - 22:45:00;22:45:00 - 23:00:00;;Campeonato Brasileiro em Pesqueiros;;A grande final – 1º parte;;1;;17;;00:06:00;00:08:00;00:04:11;00:05:25;;00:23:36;;00:06:00;00:08:00;00:05:36;00:07:12;;00:26:48;
05/06/2018  23:00:00 ;;23:00:00 - 23:15:00;23:15:00 - 23:30:00;;;;Coração de Pescador;;Bargadas e Cacharas no rio Araguaia, em Goiás;;4;;22;;00:05:46;00:09:23;;;;00:15:09;;00:05:44;00:07:51;;;;00:13:35;
05/06/2018  23:30:00 ;;23:30:00 - 23:45:00;23:45:00 - 24:00:00;;;;Aquarismo;;Visitando a Mydor;;5;;1;;00:07:46;00:02:32;;;;00:10:18;;00:06:49;00:02:32;;;;00:09:21;
06/06/2018  00:00:00 ;;24:00:00 - 24:15:00;24:15:00 - 24:30:00;;;;Fishing Guide;;Pescaria de tucunarés no rio Itapará;;2;;3;;00:02:00;00:00:00;;;;00:02:00;;00:02:00;00:00:00;;;;00:02:00;
06/06/2018  00:30:00 ;;24:30:00 - 24:45:00;24:45:00 - 25:00:00;;;;Fish TV News;;Campeonato Mineiro em Pesqueiros – Etapa Uni Pesca;;5;;8;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
06/06/2018  01:00:00 ;;25:00:00 - 25:15:00;25:15:00 - 25:30:00;25:30:00 - 25:45:00;25:45:00 - 26:00:00;;Pura Pesca;;Uma variada pescaria em Paraty;;2;;18;;00:00:00;00:07:00;00:00:00;00:00:00;;00:07:00;;00:00:00;00:07:00;00:00:00;00:00:00;;00:07:00;
06/06/2018  02:00:00 ;;26:00:00 - 26:15:00;26:15:00 - 26:30:00;;;;Aqua Negócios;;Sistema AquaScience da Camanor;;3;;8;;00:04:00;00:00:00;;;;00:04:00;;00:04:00;00:00:00;;;;00:04:00;
06/06/2018  02:30:00 ;;26:30:00 - 26:45:00;26:45:00 - 27:00:00;27:00:00 - 27:15:00;27:15:00 - 27:30:00;;Momento da Pesca;;Grandes dourados do rio Paraná;;7;;11;;00:00:00;00:05:00;00:15:00;00:15:00;;00:35:00;;00:00:00;00:05:00;00:15:00;00:15:00;;00:35:00;
06/06/2018  03:30:00 ;;27:30:00 - 27:45:00;27:45:00 - 28:00:00;;;;Provas e Torneios;;2ª Etapa do Circuito Brasil-Sul de Pesca ao robalo 2018;;5;;28;;00:15:00;00:00:00;;;;00:15:00;;00:15:00;00:00:00;;;;00:15:00;
06/06/2018  04:00:00 ;;28:00:00 - 28:15:00;28:15:00 - 28:30:00;28:30:00 - 28:45:00;28:45:00 - 29:00:00;;A Meta;;Persistência;;2;;7;;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;
06/06/2018  05:00:00 ;;29:00:00 - 29:15:00;29:15:00 - 29:30:00;;;;Sabores;;Costelinha barbecue, moqueca de tilápia, batata na chapa, bolinho de batata;;2;;6;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
06/06/2018  05:30:00 ;;29:30:00 - 29:45:00;29:45:00 - 30:00:00;;;;Biopesca;;A ciência dos robalos de Cananéia;;6;;1;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
06/06/2018  06:00:00 ;;06:00:00 - 06:15:00;06:15:00 - 06:30:00;06:30:00 - 06:45:00;06:45:00 - 07:00:00;;Pesque e Pague;;Variados peixes do Pesqueiro do Italiano;;6;;11;;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;
06/06/2018  07:00:00 ;;07:00:00 - 07:15:00;07:15:00 - 07:30:00;;;;Biopesca;;Pescaria variada com isca artificial;;5;;12;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
06/06/2018  07:30:00 ;;07:30:00 - 07:45:00;07:45:00 - 08:00:00;;;;Aqua Negócios;;Sistema AquaScience da Camanor;;3;;8;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
06/06/2018  08:00:00 ;;08:00:00 - 08:15:00;08:15:00 - 08:30:00;08:30:00 - 08:45:00;08:45:00 - 09:00:00;;Pura Pesca;;Uma variada pescaria em Paraty;;2;;18;;00:00:00;00:00:00;00:03:00;00:00:00;;00:03:00;;00:00:00;00:00:00;00:03:00;00:00:00;;00:03:00;
06/06/2018  09:00:00 ;;09:00:00 - 09:15:00;09:15:00 - 09:30:00;;;;Pasión Por La Pesca;;Dourados e surubins em Corrientes;;5;;3;;00:01:00;00:13:02;;;;00:14:02;;00:01:00;00:12:09;;;;00:13:09;
06/06/2018  09:30:00 ;;09:30:00 - 09:45:00;09:45:00 - 10:00:00;;;;FishTV Teste;;Linha PRO TSURI e vara PRO TSURI SENSEI;;4;;17;;00:03:00;00:00:00;;;;00:03:00;;00:03:00;00:00:00;;;;00:03:00;
06/06/2018  10:00:00 ;;10:00:00 - 10:15:00;10:15:00 - 10:30:00;10:30:00 - 10:45:00;10:45:00 - 11:00:00;;Na Pegada do Fly;;Uma caçada as grandes traíras argentinas;;7;;9;;00:07:00;00:03:00;00:00:00;00:04:00;;00:14:00;;00:07:00;00:03:00;00:00:00;00:04:00;;00:14:00;
06/06/2018  11:00:00 ;;11:00:00 - 11:15:00;11:15:00 - 11:30:00;11:30:00 - 11:45:00;11:45:00 - 12:00:00;;A Meta;;Persistência;;2;;7;;00:05:00;00:00:00;00:01:55;00:01:00;;00:07:55;;00:05:00;00:00:00;00:01:53;00:01:00;;00:07:53;
06/06/2018  12:00:00 ;;12:00:00 - 12:15:00;12:15:00 - 12:30:00;;;;Aquarismo;;Conhecendo lojas de aquarismo em Miami;;5;;2;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
06/06/2018  12:30:00 ;;12:30:00 - 12:45:00;12:45:00 - 13:00:00;;;;Ases da Pesca em Ação;;Aumentando a produtividade com iscas de meia-água;;5;;3;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
06/06/2018  13:00:00 ;;13:00:00 - 13:15:00;13:15:00 - 13:30:00;;;;Saltwater;;Pescaria de robalos com jig head;;2;;3;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
06/06/2018  13:30:00 ;;13:30:00 - 13:45:00;13:45:00 - 14:00:00;;;;Destinos;;Joice Tur e o Kayamã 5 estrelas;;4;;32;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
06/06/2018  14:00:00 ;;14:00:00 - 14:15:00;14:15:00 - 14:30:00;;;;Elas na Pesca;;Uma aventura pelo rio Sucunduri;;4;;2;;00:00:00;00:05:00;;;;00:05:00;;00:00:00;00:05:00;;;;00:05:00;
