Horário Início;;INT1;INTE2;INTE3;INTE4;;Programa;;Episódio;;Temporada;;N. Episódio;;INT1;INTE2;INTE3;INTE4;;Total_Domicilio;;INT1;INTE2;INTE3;INTE4;;Total_Individuos;
14/05/2018  13:30:00 ;;13:30:00 - 13:45:00;13:45:00 - 14:00:00;;;;Aquarismo;;Conheça o espetacular oceanário de Lisboa;;4;;11;;00:05:00;00:00:00;;;;00:05:00;;00:05:00;00:00:00;;;;00:05:00;
14/05/2018  14:00:00 ;;14:00:00 - 14:15:00;14:15:00 - 14:30:00;14:30:00 - 14:45:00;14:45:00 - 15:00:00;;Campeonato Brasileiro em Pesqueiros;;Etapa Parque Maeda 3 – 2º parte;;1;;14;;00:00:00;00:07:01;00:00:00;00:00:00;;00:07:01;;00:00:00;00:07:09;00:00:00;00:00:00;;00:07:09;
14/05/2018  15:00:00 ;;15:00:00 - 15:15:00;15:15:00 - 15:30:00;15:30:00 - 15:45:00;15:45:00 - 16:00:00;;Pesque e Pague;;Peixe dia e noite no Pesqueiro Cat Fish;;6;;8;;00:00:00;00:05:00;00:09:37;00:07:25;;00:22:02;;00:00:00;00:05:00;00:11:41;00:07:15;;00:23:56;
14/05/2018  16:00:00 ;;16:00:00 - 16:15:00;16:15:00 - 16:30:00;16:30:00 - 16:45:00;16:45:00 - 17:00:00;;Na Pegada do Fly;;A pegada dos dourados argentinos;;7;;5;;00:00:00;00:01:18;00:02:00;00:06:00;;00:09:18;;00:00:00;00:01:21;00:02:00;00:06:00;;00:09:21;
14/05/2018  17:00:00 ;;17:00:00 - 17:15:00;17:15:00 - 17:30:00;;;;Fish TV News;;Empresas Campeonato Brasileiro em Pesqueiros 1;;5;;2;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
14/05/2018  17:30:00 ;;17:30:00 - 17:45:00;17:45:00 - 18:00:00;;;;Pesca Dinâmica;;Expedição Pantanal – rodada e corrico;;3;;7;;00:01:00;00:00:00;;;;00:01:00;;00:01:00;00:00:00;;;;00:01:00;
14/05/2018  18:00:00 ;;18:00:00 - 18:15:00;18:15:00 - 18:30:00;;;;Coração de Pescador;;As grande piraíbas do rio Araguaia;;4;;14;;00:00:00;00:05:15;;;;00:05:15;;00:00:00;00:05:35;;;;00:05:35;
14/05/2018  18:30:00 ;;18:30:00 - 18:45:00;18:45:00 - 19:00:00;;;;Fish TV News;;Empresas Campeonato Brasileiro em Pesqueiros 2;;5;;4;;00:02:22;00:03:33;;;;00:05:55;;00:02:12;00:04:10;;;;00:06:22;
14/05/2018  19:00:00 ;;19:00:00 - 19:15:00;19:15:00 - 19:30:00;19:30:00 - 19:45:00;19:45:00 - 20:00:00;;Pura Pesca;;Tucunarés do lago Tracajá;;2;;15;;00:07:00;00:00:00;00:07:00;00:00:00;;00:14:00;;00:07:00;00:00:00;00:07:00;00:00:00;;00:14:00;
14/05/2018  20:00:00 ;;20:00:00 - 20:15:00;20:15:00 - 20:30:00;20:30:00 - 20:45:00;20:45:00 - 21:00:00;;A Meta;;Jacaré-açu;;2;;4;;00:01:00;00:08:00;00:03:45;00:07:02;;00:19:47;;00:01:00;00:10:57;00:04:05;00:06:52;;00:22:54;
14/05/2018  21:00:00 ;;21:00:00 - 21:15:00;21:15:00 - 21:30:00;21:30:00 - 21:45:00;21:45:00 - 22:00:00;;Momento da Pesca;;Tucunarés do rio Itapará;;7;;8;;00:10:00;00:04:01;00:04:48;00:07:34;;00:26:23;;00:10:00;00:04:03;00:04:02;00:07:38;;00:25:43;
14/05/2018  22:00:00 ;;22:00:00 - 22:15:00;22:15:00 - 22:30:00;;;;Biopesca;;Peixes variados em Juruena;;5;;8;;00:07:19;00:07:00;;;;00:14:19;;00:08:25;00:08:10;;;;00:16:35;
14/05/2018  22:30:00 ;;22:30:00 - 22:45:00;22:45:00 - 23:00:00;;;;Saltwater;;Pescando as valentes miraguaias;;2;;4;;00:08:12;00:09:11;;;;00:17:23;;00:06:37;00:07:49;;;;00:14:26;
14/05/2018  23:00:00 ;;23:00:00 - 23:15:00;23:15:00 - 23:30:00;23:30:00 - 23:45:00;23:45:00 - 24:00:00;;Campeonato Brasileiro em Pesqueiros;;Etapa Parque Maeda 3 – 2º parte;;1;;14;;00:02:00;00:05:00;00:07:26;00:15:00;;00:29:26;;00:02:00;00:05:00;00:05:18;00:15:00;;00:27:18;
15/05/2018  00:00:00 ;;24:00:00 - 24:15:00;24:15:00 - 24:30:00;;;;FishTV Teste;;Linha Seaguar Smackdown e molinete Saint Plus Urano 5000;;4;;13;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
15/05/2018  00:30:00 ;;24:30:00 - 24:45:00;24:45:00 - 25:00:00;;;;Pesca Dinâmica;;Expedição Pantanal – rodada e corrico;;3;;7;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
15/05/2018  01:00:00 ;;25:00:00 - 25:15:00;25:15:00 - 25:30:00;;;;Pasión Por La Pesca;;Pescaria variada em Itatí;;5;;23;;00:10:00;00:02:31;;;;00:12:31;;00:10:00;00:02:29;;;;00:12:29;
15/05/2018  01:30:00 ;;25:30:00 - 25:45:00;25:45:00 - 26:00:00;26:00:00 - 26:15:00;26:15:00 - 26:30:00;;Pesque e Pague;;Peixe dia e noite no Pesqueiro Cat Fish;;6;;8;;00:08:00;00:00:00;00:00:00;00:00:00;;00:08:00;;00:08:00;00:00:00;00:00:00;00:00:00;;00:08:00;
15/05/2018  02:30:00 ;;26:30:00 - 26:45:00;26:45:00 - 27:00:00;;;;Provas e Torneios;;Circuito Brasil-Sul 2018 – 1ª Etapa – Imbé-RS;;5;;25;;00:12:00;00:04:00;;;;00:16:00;;00:12:00;00:04:00;;;;00:16:00;
15/05/2018  03:00:00 ;;27:00:00 - 27:15:00;27:15:00 - 27:30:00;27:30:00 - 27:45:00;27:45:00 - 28:00:00;;Na Pegada do Fly;;A pegada dos dourados argentinos;;7;;5;;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;
15/05/2018  04:00:00 ;;28:00:00 - 28:15:00;28:15:00 - 28:30:00;28:30:00 - 28:45:00;28:45:00 - 29:00:00;;Momento da Pesca;;Variada pescaria no rio Tarumã;;6;;26;;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;
15/05/2018  05:00:00 ;;29:00:00 - 29:15:00;29:15:00 - 29:30:00;;;;Elas na Pesca;;Pescando nos canais do Aquafort;;4;;7;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
15/05/2018  05:30:00 ;;29:30:00 - 29:45:00;29:45:00 - 30:00:00;;;;Sabores;;Carne suína e legumes assados, sanduíche de carne desfiada e banana assada;;2;;3;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
15/05/2018  06:00:00 ;;06:00:00 - 06:15:00;06:15:00 - 06:30:00;;;;Fishing Guide;;Esportiva pesca na Argentina;;2;;12;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
15/05/2018  06:30:00 ;;06:30:00 - 06:45:00;06:45:00 - 07:00:00;;;;Fish TV News;;Empresas Campeonato Brasileiro em Pesqueiros 2;;5;;4;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
15/05/2018  07:00:00 ;;07:00:00 - 07:15:00;07:15:00 - 07:30:00;07:30:00 - 07:45:00;07:45:00 - 08:00:00;;Pura Pesca;;Tucunarés do lago Tracajá;;2;;15;;00:00:00;00:01:00;00:00:00;00:00:00;;00:01:00;;00:00:00;00:01:00;00:00:00;00:00:00;;00:01:00;
15/05/2018  08:00:00 ;;08:00:00 - 08:15:00;08:15:00 - 08:30:00;;;;Aqua Negócios;;Carcinicultura marinha – sistema trifásico e intensivo;;3;;5;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
15/05/2018  08:30:00 ;;08:30:00 - 08:45:00;08:45:00 - 09:00:00;09:00:00 - 09:15:00;09:15:00 - 09:30:00;;Pesque e Pague;;Peixe dia e noite no Pesqueiro Cat Fish;;6;;8;;00:03:00;00:09:00;00:01:00;00:04:00;;00:17:00;;00:03:00;00:09:00;00:01:00;00:04:00;;00:17:00;
15/05/2018  09:30:00 ;;09:30:00 - 09:45:00;09:45:00 - 10:00:00;;;;Provas e Torneios;;Circuito Brasil-Sul 2018 – 1ª Etapa – Imbé-RS;;5;;25;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
15/05/2018  10:00:00 ;;10:00:00 - 10:15:00;10:15:00 - 10:30:00;10:30:00 - 10:45:00;10:45:00 - 11:00:00;;Momento da Pesca;;Tucunarés do rio Itapará;;7;;8;;00:12:00;00:15:00;00:07:41;00:11:19;;00:46:00;;00:12:00;00:15:00;00:09:05;00:09:24;;00:45:29;
15/05/2018  11:00:00 ;;11:00:00 - 11:15:00;11:15:00 - 11:30:00;;;;Sabores;;Carne suína e legumes assados, sanduíche de carne desfiada e banana assada;;2;;3;;00:05:00;00:00:00;;;;00:05:00;;00:05:00;00:00:00;;;;00:05:00;
15/05/2018 11:30:00;;11:30:00 - 11:45:00;11:45:00 - 12:00:00;;;;Biopesca;;Pescaria de aruanã com isca artificial no rio Araguaia;;4;;11;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
15/05/2018  12:00:00 ;;12:00:00 - 12:15:00;12:15:00 - 12:30:00;;;;Coração de Pescador;;As grande piraíbas do rio Araguaia;;4;;14;;00:03:00;00:04:00;;;;00:07:00;;00:03:00;00:04:00;;;;00:07:00;
15/05/2018  12:30:00 ;;12:30:00 - 12:45:00;12:45:00 - 13:00:00;;;;Fish TV News;;Empresas Campeonato Brasileiro em Pesqueiros 2;;5;;4;;00:05:04;00:15:00;;;;00:20:04;;00:06:32;00:15:00;;;;00:21:32;
15/05/2018  13:00:00 ;;13:00:00 - 13:15:00;13:15:00 - 13:30:00;13:30:00 - 13:45:00;13:45:00 - 14:00:00;;Pura Pesca;;Tucunarés do lago Tracajá;;2;;15;;00:03:32;00:00:00;00:00:00;00:00:00;;00:03:32;;00:03:40;00:00:00;00:00:00;00:00:00;;00:03:40;
15/05/2018  14:00:00 ;;14:00:00 - 14:15:00;14:15:00 - 14:30:00;14:30:00 - 14:45:00;14:45:00 - 15:00:00;;A Meta;;Jacaré-açu;;2;;4;;00:00:00;00:00:00;00:02:00;00:01:24;;00:03:24;;00:00:00;00:00:00;00:02:00;00:01:18;;00:03:18;
15/05/2018  15:00:00 ;;15:00:00 - 15:15:00;15:15:00 - 15:30:00;15:30:00 - 15:45:00;15:45:00 - 16:00:00;;Momento da Pesca;;Tucunarés do rio Itapará;;7;;8;;00:01:54;00:00:00;00:02:28;00:07:10;;00:11:32;;00:01:51;00:00:00;00:02:28;00:07:28;;00:11:47;
15/05/2018  16:00:00 ;;16:00:00 - 16:15:00;16:15:00 - 16:30:00;;;;Biopesca;;Peixes variados em Juruena;;5;;8;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
15/05/2018  16:30:00 ;;16:30:00 - 16:45:00;16:45:00 - 17:00:00;;;;Saltwater;;Pescando as valentes miraguaias;;2;;4;;00:00:00;00:10:00;;;;00:10:00;;00:00:00;00:10:00;;;;00:10:00;
15/05/2018  17:00:00 ;;17:00:00 - 17:15:00;17:15:00 - 17:30:00;17:30:00 - 17:45:00;17:45:00 - 18:00:00;;Campeonato Brasileiro em Pesqueiros;;Etapa Parque Maeda 3 – 2º parte;;1;;14;;00:15:00;00:14:00;00:15:00;00:04:46;;00:48:46;;00:15:00;00:14:00;00:15:00;00:04:48;;00:48:48;
15/05/2018  18:00:00 ;;18:00:00 - 18:15:00;18:15:00 - 18:30:00;;;;Aquarismo;;Conheça o espetacular oceanário de Lisboa;;4;;11;;00:07:00;00:01:00;;;;00:08:00;;00:07:00;00:01:00;;;;00:08:00;
15/05/2018  18:30:00 ;;18:30:00 - 18:45:00;18:45:00 - 19:00:00;;;;Saltwater;;Pescando as valentes miraguaias;;2;;4;;00:03:08;00:05:46;;;;00:08:54;;00:03:59;00:05:30;;;;00:09:29;
15/05/2018  19:00:00 ;;19:00:00 - 19:15:00;19:15:00 - 19:30:00;;;;Biopesca;;Peixes variados em Juruena;;5;;8;;00:03:00;00:04:00;;;;00:07:00;;00:03:00;00:04:00;;;;00:07:00;
15/05/2018  19:30:00 ;;19:30:00 - 19:45:00;19:45:00 - 20:00:00;;;;Destinos;;Navegue pelo Rio Negro com a Ecofishing – parte 2;;4;;28;;00:01:00;00:07:54;;;;00:08:54;;00:01:00;00:08:18;;;;00:09:18;
15/05/2018  20:00:00 ;;20:00:00 - 20:15:00;20:15:00 - 20:30:00;;;;Elas na Pesca;;Pescando nos canais do Aquafort;;4;;7;;00:08:30;00:05:56;;;;00:14:26;;00:10:50;00:07:00;;;;00:17:50;
15/05/2018  20:30:00 ;;20:30:00 - 20:45:00;20:45:00 - 21:00:00;;;;A Arte do Atado;;Isca sapinho de preguiçoso;;5;;2;;00:08:51;00:08:12;;;;00:17:03;;00:11:35;00:09:55;;;;00:21:30;
15/05/2018  21:00:00 ;;21:00:00 - 21:15:00;21:15:00 - 21:30:00;21:30:00 - 21:45:00;21:45:00 - 22:00:00;;Na Pegada do Fly;;Traíras e apaiaris do rio Mutum;;7;;6;;00:06:21;00:09:03;00:10:12;00:15:00;;00:40:36;;00:07:08;00:06:55;00:08:11;00:15:00;;00:37:14;
15/05/2018  22:00:00 ;;22:00:00 - 22:15:00;22:15:00 - 22:30:00;22:30:00 - 22:45:00;22:45:00 - 23:00:00;;Campeonato Brasileiro em Pesqueiros;;Etapa Parque Maeda 3 – 2º parte;;1;;14;;00:03:00;00:01:54;00:01:00;00:00:00;;00:05:54;;00:02:28;00:01:49;00:01:00;00:00:00;;00:05:17;
15/05/2018  23:00:00 ;;23:00:00 - 23:15:00;23:15:00 - 23:30:00;;;;Coração de Pescador;;Tambaqui no Teles Pires;;4;;23;;00:06:00;00:02:00;;;;00:08:00;;00:06:00;00:02:00;;;;00:08:00;
15/05/2018  23:30:00 ;;23:30:00 - 23:45:00;23:45:00 - 24:00:00;;;;Aquarismo;;Os peixes ornamentais do rio Xingu;;4;;22;;00:01:34;00:03:00;;;;00:04:34;;00:01:36;00:03:00;;;;00:04:36;
16/05/2018  00:00:00 ;;24:00:00 - 24:15:00;24:15:00 - 24:30:00;;;;Fishing Guide;;Esportiva pesca na Argentina;;2;;12;;00:04:00;00:07:00;;;;00:11:00;;00:04:00;00:07:00;;;;00:11:00;
16/05/2018  00:30:00 ;;24:30:00 - 24:45:00;24:45:00 - 25:00:00;;;;Fish TV News;;Empresas Campeonato Brasileiro em Pesqueiros 2;;5;;4;;00:04:15;00:00:00;;;;00:04:15;;00:04:26;00:00:00;;;;00:04:26;
16/05/2018  01:00:00 ;;25:00:00 - 25:15:00;25:15:00 - 25:30:00;25:30:00 - 25:45:00;25:45:00 - 26:00:00;;Pura Pesca;;Tucunarés do lago Tracajá;;2;;15;;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;
16/05/2018  02:00:00 ;;26:00:00 - 26:15:00;26:15:00 - 26:30:00;;;;Aqua Negócios;;Carcinicultura marinha – sistema trifásico e intensivo;;3;;5;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
16/05/2018  02:30:00 ;;26:30:00 - 26:45:00;26:45:00 - 27:00:00;27:00:00 - 27:15:00;27:15:00 - 27:30:00;;A Meta;;Jacaré-açu;;2;;4;;00:00:00;00:00:00;00:01:00;00:03:00;;00:04:00;;00:00:00;00:00:00;00:01:00;00:03:00;;00:04:00;
16/05/2018  03:30:00 ;;27:30:00 - 27:45:00;27:45:00 - 28:00:00;28:00:00 - 28:15:00;28:15:00 - 28:30:00;;Provas e Torneios;;Circuito Brasil-Sul 2018 – 1ª Etapa – Imbé-RS;;5;;25;;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;
16/05/2018  04:00:00 ;;28:00:00 - 28:15:00;28:15:00 - 28:30:00;28:30:00 - 28:45:00;28:45:00 - 29:00:00;;Momento da Pesca;;Tucunarés do rio Itapará;;7;;8;;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;
16/05/2018  05:00:00 ;;29:00:00 - 29:15:00;29:15:00 - 29:30:00;;;;Sabores;;Carne suína e legumes assados, sanduíche de carne desfiada e banana assada;;2;;3;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
16/05/2018  05:30:00 ;;29:30:00 - 29:45:00;29:45:00 - 30:00:00;;;;Biopesca;;Pescaria de aruanã com isca artificial no rio Araguaia;;4;;11;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
16/05/2018  06:00:00 ;;06:00:00 - 06:15:00;06:15:00 - 06:30:00;06:30:00 - 06:45:00;06:45:00 - 07:00:00;;Pura Pesca;;Tucunarés do lago Tracajá;;2;;15;;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;
16/05/2018  07:00:00 ;;07:00:00 - 07:15:00;07:15:00 - 07:30:00;;;;Biopesca;;Peixes variados em Juruena;;5;;8;;00:00:00;00:03:00;;;;00:03:00;;00:00:00;00:03:00;;;;00:03:00;
16/05/2018  07:30:00 ;;07:30:00 - 07:45:00;07:45:00 - 08:00:00;;;;Aqua Negócios;;Carcinicultura marinha – sistema trifásico e intensivo;;3;;5;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
16/05/2018  08:00:00 ;;08:00:00 - 08:15:00;08:15:00 - 08:30:00;08:30:00 - 08:45:00;08:45:00 - 09:00:00;;A Meta;;Jacaré-açu;;2;;4;;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;
16/05/2018  09:00:00 ;;09:00:00 - 09:15:00;09:15:00 - 09:30:00;;;;Pasión Por La Pesca;;Pescaria variada em Itatí;;5;;23;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
16/05/2018  09:30:00 ;;09:30:00 - 09:45:00;09:45:00 - 10:00:00;;;;FishTV Teste;;Linha Econylon Platinum e carretilha Hercules GTO 10BB;;4;;14;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
16/05/2018  10:00:00 ;;10:00:00 - 10:15:00;10:15:00 - 10:30:00;10:30:00 - 10:45:00;10:45:00 - 11:00:00;;Pesque e Pague;;Peixe dia e noite no Pesqueiro Cat Fish;;6;;8;;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;
16/05/2018  11:00:00 ;;11:00:00 - 11:15:00;11:15:00 - 11:30:00;11:30:00 - 11:45:00;11:45:00 - 12:00:00;;Momento da Pesca;;Tucunarés do rio Itapará;;7;;8;;00:00:00;00:00:00;00:08:00;00:01:00;;00:09:00;;00:00:00;00:00:00;00:08:00;00:01:00;;00:09:00;
16/05/2018  12:00:00 ;;12:00:00 - 12:15:00;12:15:00 - 12:30:00;;;;Aquarismo;;Conheça o espetacular oceanário de Lisboa;;4;;11;;00:02:00;00:05:00;;;;00:07:00;;00:02:00;00:05:00;;;;00:07:00;
16/05/2018  12:30:00 ;;12:30:00 - 12:45:00;12:45:00 - 13:00:00;;;;Saltwater;;Pescando as valentes miraguaias;;2;;4;;00:01:00;00:08:00;;;;00:09:00;;00:01:00;00:08:00;;;;00:09:00;
16/05/2018  13:00:00 ;;13:00:00 - 13:15:00;13:15:00 - 13:30:00;;;;Biopesca;;Peixes variados em Juruena;;5;;8;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
16/05/2018  13:30:00 ;;13:30:00 - 13:45:00;13:45:00 - 14:00:00;;;;Destinos;;Navegue pelo Rio Negro com a Ecofishing – parte 2;;4;;28;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
16/05/2018  14:00:00 ;;14:00:00 - 14:15:00;14:15:00 - 14:30:00;;;;Elas na Pesca;;Pescando nos canais do Aquafort;;4;;7;;00:03:00;00:02:00;;;;00:05:00;;00:03:00;00:02:00;;;;00:05:00;
16/05/2018  14:30:00 ;;14:30:00 - 14:45:00;14:45:00 - 15:00:00;;;;A Arte do Atado;;Isca sapinho de preguiçoso;;5;;2;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
16/05/2018 15:00:00;;15:00:00 - 15:15:00;15:15:00 - 15:30:00;15:30:00 - 15:45:00;15:45:00 - 16:00:00;;Na Pegada do Fly;;Traíras e apaiaris do rio Mutum;;7;;6;;00:01:00;00:15:00;00:06:00;00:00:00;;00:22:00;;00:01:00;00:15:00;00:06:00;00:00:00;;00:22:00;
16/05/2018  16:00:00 ;;16:00:00 - 16:15:00;16:15:00 - 16:30:00;16:30:00 - 16:45:00;16:45:00 - 17:00:00;;Campeonato Brasileiro em Pesqueiros;;Etapa Parque Maeda 3 – 2º parte;;1;;14;;00:03:00;00:00:00;00:03:00;00:00:00;;00:06:00;;00:03:00;00:00:00;00:03:00;00:00:00;;00:06:00;
16/05/2018  17:00:00 ;;17:00:00 - 17:15:00;17:15:00 - 17:30:00;;;;Coração de Pescador;;Tambaqui no Teles Pires;;4;;23;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
16/05/2018  17:30:00 ;;17:30:00 - 17:45:00;17:45:00 - 18:00:00;;;;Aquarismo;;Os peixes ornamentais do rio Xingu;;4;;22;;00:05:06;00:10:58;;;;00:16:04;;00:05:45;00:10:52;;;;00:16:37;
16/05/2018  18:00:00 ;;18:00:00 - 18:15:00;18:15:00 - 18:30:00;;;;Pesca Dinâmica;;Expedição Pantanal - Pescaria apoitada de pacus com massa;;3;;8;;00:04:08;00:00:00;;;;00:04:08;;00:03:33;00:00:00;;;;00:03:33;
16/05/2018  18:30:00 ;;18:30:00 - 18:45:00;18:45:00 - 19:00:00;;;;Pasión Por La Pesca;;Belas traíras argentinas;;5;;1;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
16/05/2018  19:00:00 ;;19:00:00 - 19:15:00;19:15:00 - 19:30:00;;;;Coração de Pescador;;Em busca do pirarucu nas águas do Cristalino;;4;;15;;00:00:00;00:02:16;;;;00:02:16;;00:00:00;00:01:47;;;;00:01:47;
16/05/2018  19:30:00 ;;19:30:00 - 19:45:00;19:45:00 - 20:00:00;;;;Provas e Torneios;;2º Torneio Cabras da Pesca;;5;;26;;00:02:00;00:04:45;;;;00:06:45;;00:02:00;00:04:39;;;;00:06:39;
16/05/2018  20:00:00 ;;20:00:00 - 20:15:00;20:15:00 - 20:30:00;20:30:00 - 20:45:00;20:45:00 - 21:00:00;;Pesque e Pague;;Peixe dia e noite no Pesqueiro Cat Fish;;6;;8;;00:05:58;00:04:24;00:05:00;00:06:21;;00:21:43;;00:06:00;00:03:19;00:05:00;00:07:58;;00:22:17;
16/05/2018  21:00:00 ;;21:00:00 - 21:15:00;21:15:00 - 21:30:00;;;;Fish TV News;;Empresas Campeonato Brasileiro em Pesqueiros 1;;5;;2;;00:04:06;00:01:00;;;;00:05:06;;00:05:14;00:01:00;;;;00:06:14;
16/05/2018  21:30:00 ;;21:30:00 - 21:45:00;21:45:00 - 22:00:00;22:00:00 - 22:15:00;22:15:00 - 22:30:00;;Campeonato Brasileiro em Pesqueiros;;Etapa Parque Maeda 3 – 2º parte;;1;;14;;00:04:58;00:03:56;00:04:00;00:01:48;;00:14:42;;00:04:46;00:03:55;00:04:00;00:01:45;;00:14:26;
16/05/2018  22:30:00 ;;22:30:00 - 22:45:00;22:45:00 - 23:00:00;;;;Pesca Dinâmica;;Expedição Pantanal – rodada e corrico;;3;;7;;00:03:35;00:05:53;;;;00:09:28;;00:03:15;00:04:32;;;;00:07:47;
16/05/2018  23:00:00 ;;23:00:00 - 23:15:00;23:15:00 - 23:30:00;;;;Saltwater;;Pescando as valentes miraguaias;;2;;4;;00:12:14;00:09:55;;;;00:22:09;;00:12:21;00:10:09;;;;00:22:30;
16/05/2018  23:30:00 ;;23:30:00 - 23:45:00;23:45:00 - 24:00:00;;;;Destinos;;Navegue pelo Rio Negro com a Ecofishing – parte 2;;4;;28;;00:09:15;00:04:30;;;;00:13:45;;00:06:40;00:03:46;;;;00:10:26;
17/05/2018  00:00:00 ;;24:00:00 - 24:15:00;24:15:00 - 24:30:00;24:30:00 - 24:45:00;24:45:00 - 25:00:00;;Pura Pesca;;Tucunarés do lago Tracajá;;2;;15;;00:03:00;00:00:00;00:06:00;00:00:00;;00:09:00;;00:03:00;00:00:00;00:06:00;00:00:00;;00:09:00;
17/05/2018  01:00:00 ;;25:00:00 - 25:15:00;25:15:00 - 25:30:00;;;;Biopesca;;Peixes variados em Juruena;;5;;8;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
17/05/2018  01:30:00 ;;25:30:00 - 25:45:00;25:45:00 - 26:00:00;;;;Aqua Negócios;;Carcinicultura marinha – sistema trifásico e intensivo;;3;;5;;00:00:00;00:05:00;;;;00:05:00;;00:00:00;00:05:00;;;;00:05:00;
17/05/2018  02:00:00 ;;26:00:00 - 26:15:00;26:15:00 - 26:30:00;26:30:00 - 26:45:00;26:45:00 - 27:00:00;;A Meta;;Jacaré-açu;;2;;4;;00:07:00;00:00:00;00:00:00;00:00:00;;00:07:00;;00:07:00;00:00:00;00:00:00;00:00:00;;00:07:00;
17/05/2018  03:00:00 ;;27:00:00 - 27:15:00;27:15:00 - 27:30:00;;;;Pasión Por La Pesca;;Pescaria variada em Itatí;;5;;23;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
17/05/2018  03:30:00 ;;27:30:00 - 27:45:00;27:45:00 - 28:00:00;;;;FishTV Teste;;Linha Econylon Platinum e carretilha Hercules GTO 10BB;;4;;14;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
17/05/2018  04:00:00 ;;28:00:00 - 28:15:00;28:15:00 - 28:30:00;28:30:00 - 28:45:00;28:45:00 - 29:00:00;;Campeonato Brasileiro em Pesqueiros;;Etapa Parque Maeda 3 – 2º parte;;1;;14;;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;
17/05/2018  05:00:00 ;;29:00:00 - 29:15:00;29:15:00 - 29:30:00;29:30:00 - 29:45:00;29:45:00 - 30:00:00;;Momento da Pesca;;Tucunarés do rio Itapará;;7;;8;;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;
17/05/2018  06:00:00 ;;06:00:00 - 06:15:00;06:15:00 - 06:30:00;;;;Provas e Torneios;;2º Torneio Cabras da Pesca;;5;;26;;00:00:00;00:00:00;;;;00:00:00;;00:00:00;00:00:00;;;;00:00:00;
